name,state_abbr,degree_type,cash_monitoring,pred_degree_type,highest_degree,type_school,ST_FIPS,REGION,LOCALE,hbcu,pbi,annhi,tribal,AANAPII,his,nanti,men_only,women_only,admission_rate,sat_avg,distance_only,netprice_lowincome,tuit_fte,inexp_fte,avg_fac_salary,pct_ft_fac,pct_pell,C150_POOLED,age_entry,first_gen,med_fam_inc,pct_grad_degree,pct_domestic,median_hh_income,poverty_rate,unemployment_rate
Alabama A & M University,AL,3,0,3,4,1,1,5,12,1,0,0,0,0,0,0,0,0,0.716006098,954,0,12210,9243,7699,8779,0.6833,0.6853,0.2833,20.28374137,0.365828092,23553,6.860000134,94.73999786,49720.22,14.88000011,4.840000153
University of Alabama at Birmingham,AL,3,0,3,4,1,1,5,12,0,0,0,0,0,0,0,0,0,0.885351923,1266,0,14431,11678,14264,11590,0.7564,0.3253,0.6181,23.60797466,0.341223671,34489,8.550000191,96.5,55735.22,10.90999985,3.450000048
Amridge University,AL,3,0,3,4,2,1,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,1,NULL,14093,4381,4672,0.7872,0.7852,0.3846,33.6722973,0.5125,15033.5,7.010000229,94.08999634,53683.7,10.64999962,3.599999905
University of Alabama in Huntsville,AL,3,0,3,4,1,1,5,12,0,0,0,0,0,0,0,0,0,0.73672375,1300,0,14651,8246,8156,9820,0.6538,0.2377,0.5925,22.72791963,0.310132159,44787,8.909999847,95.26999664,58688.62,9.369999886,3.640000105
Alabama State University,AL,3,0,3,4,1,1,5,12,1,0,0,0,0,0,0,0,0,0.979912956,955,0,13180,8535,9459,7701,0.6812,0.7205,0.3015,20.13099042,0.343434343,22080.5,6.760000229,94.52999878,46065.2,16.95999908,4.809999943
The University of Alabama,AL,3,0,3,4,1,1,5,13,0,0,0,0,0,0,0,0,0,0.789043163,1244,0,18883,13731,8912,10509,0.7753,0.1712,0.7219,21.1377014,0.225712689,66733.5,9.210000038,96.08000183,57928.41,10.05000019,3.25999999
Central Alabama Community College,AL,2,0,2,2,1,1,5,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,7367,1731,8098,6523,0.3824,0.2982,0.2048,23.07102804,0.549676026,22217,4.550000191,98.84999847,43985.14,13.55000019,3.75999999
Athens State University,AL,3,0,3,4,1,1,5,31,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,6761,7908,8834,0.4554,0.4036,NULL,30.38476563,0.477496484,29645.5,6.170000076,96.95999908,50752.1,10.43999958,3.380000114
Auburn University at Montgomery,AL,3,0,3,4,1,1,5,12,0,0,0,0,0,0,0,0,0,0.967988253,1069,0,12912,7879,7040,7885,0.6901,0.4821,0.3307,22.19980411,0.38189609,29671.5,9.090000153,96.84999847,50723.81,13,3.789999962
Auburn University,AL,3,0,3,4,1,1,5,13,0,0,0,0,0,0,0,0,0,0.711828813,NULL,0,17844,17273,8180,11093,0.8436,0.1301,0.7982,20.51679587,0.172647119,72031,10.81999969,94.91999817,59005.4,9.590000153,3.140000105
Birmingham-Southern College,AL,3,0,3,3,2,1,5,12,0,0,0,0,0,0,0,0,0,0.659081674,1214,0,17414,10137,11867,7636,0.8295,0.2152,0.7033,19.64479638,0.172494173,68094.5,11.67000008,95.69000244,64789.39,7.909999847,2.839999914
Chattahoochee Valley Community College,AL,2,0,1,2,1,1,5,41,0,1,0,0,0,0,0,0,0,NULL,NULL,0,2939,1380,6304,6452,0.3053,0.4568,0.1884,24.81025641,0.430267062,20813,5.460000038,94.87999725,46908.55,13.68999958,3.599999905
South University-Montgomery,AL,3,0,3,4,3,1,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,16604,9771,7130,5061,0.1731,0.5536,0.1225,30.00184319,0.472288337,20000,7.849999905,91.06999969,55764.27,10.69999981,3.680000067
Enterprise State Community College,AL,2,0,2,2,1,1,5,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,2125,3488,6070,8764,0.4672,0.3709,0.2793,23.94881517,0.421891605,20456,5.800000191,94.80000305,44274,13.15999985,3.859999895
Coastal Alabama Community College,AL,2,0,2,2,1,1,5,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,4793,2249,5588,7345,0.3761,0.3142,0.2448,23.5010648,0.43511965,24150,6.75,97.33000183,52162.04,11.05000019,3.440000057
Faulkner University,AL,3,0,3,4,2,1,5,12,0,1,0,0,0,0,0,0,0,0.646007817,1042,0,19162,13718,7932,6271,0.5511,0.461,0.2345,28.26047565,0.430031949,24037.5,7.849999905,96.58999634,52330.99,12.31000042,3.920000076
Gadsden State Community College,AL,1,0,2,2,1,1,5,13,1,0,0,0,0,0,0,0,0,NULL,NULL,0,3918,2113,5611,6832,0.4941,0.4522,0.2721,23.64507772,0.514954486,16623,5.199999809,97.47000122,43919.51,12.38000011,3.460000038
New Beginning College of Cosmetology,AL,1,0,1,1,3,1,5,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,12921,7442,2573,NULL,NULL,0.6538,0.7679,23.46017699,0.5,17173,NULL,NULL,NULL,NULL,NULL
George C Wallace Community College-Dothan,AL,2,0,1,2,1,1,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,1409,2844,7019,6455,0.6443,0.4331,0.2752,23.86608376,0.485153765,15816,5.329999924,97.13999939,43000.16,14.39999962,3.519999981
George C Wallace State Community College-Hanceville,AL,2,0,1,2,1,1,5,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,7359,3154,6618,7650,0.4066,0.3989,0.4486,23.44760433,0.498813157,27572,4.840000153,97.48999786,47769.34,9.699999809,2.900000095
George C Wallace State Community College-Selma,AL,2,0,2,2,1,1,5,32,0,1,0,0,0,0,0,0,0,NULL,NULL,0,1790,1737,4735,6309,0.5049,0.497,0.3456,22.87099567,0.512588117,14330,5.380000114,98.68000031,35579.05,24.12000084,5.139999866
Herzing University-Birmingham,AL,2,0,1,4,2,1,5,21,0,0,0,0,0,0,0,0,0,0.94095092,NULL,0,26887,13409,3760,6644,0.5161,0.6748,0.3,31.28994083,0.520903265,18321,7.510000229,93.69000244,60281.46,7.400000095,3.329999924
Huntingdon College,AL,3,0,3,3,2,1,5,12,0,0,0,0,0,0,0,0,0,0.693011647,1111,0,19872,13368,7326,7133,0.7975,0.3946,0.431,23.01775148,0.3456,37577,7.639999866,96.66000366,54037.99,10.60999966,3.289999962
Heritage Christian University,AL,3,0,3,4,2,1,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,4856,12070,9032,5072,1,0.5143,0.375,28.72,PrivacySuppressed,36524,6.699999809,95.87000275,51048.04,10.64000034,3.220000029
J. F. Drake State Community and Technical College,AL,1,0,1,2,1,1,5,12,1,0,0,0,0,0,0,0,0,NULL,NULL,0,5556,2149,6551,6085,0.5,0.4521,0.0976,27.25490196,0.589965398,13959,8.350000381,94.81999969,52646.49,11.81999969,4.329999924
J F Ingram State Technical College,AL,1,1,1,1,1,1,5,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,4430,33,12748,5888,1,0.1805,0.2123,36.40366973,0.491803279,0,NULL,NULL,NULL,NULL,NULL
Jacksonville State University,AL,3,0,3,4,1,1,5,23,0,0,0,0,0,0,0,0,0,0.7634265,1030,0,16366,6620,7545,7499,0.6823,0.4109,0.4744,22.62058319,0.36377025,35734,5.869999886,96.69000244,48389.27,11.44999981,3.559999943
Jefferson State Community College,AL,2,0,2,2,1,1,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,8197,3116,5217,6996,0.3566,0.2826,0.1864,24.41823588,0.450290778,25922,7.309999943,97.19000244,57833.36,9.779999733,3.150000095
John C Calhoun State Community College,AL,2,0,1,2,1,1,5,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,5122,3686,4839,7044,0.3652,0.2705,0.3039,23.85665216,0.455343703,25186,7.880000114,95.73000336,56005.43,10.14000034,3.690000057
Lawson State Community College,AL,1,0,2,2,1,1,5,12,1,0,0,0,0,0,0,0,0,NULL,NULL,0,5754,1447,6514,6854,0.4643,0.6149,0.2293,23.38402889,0.474723158,16187.5,5.170000076,98.01000214,40437.86,18.75,5.309999943
University of West Alabama,AL,3,0,3,4,1,1,5,43,0,1,0,0,0,0,0,0,0,0.743339831,1017,0,15414,8863,7462,6730,0.4596,0.5294,0.3958,22.25948276,0.403210576,25552.5,5.190000057,98.01999664,40238.44,19.46999931,4.320000172
Lurleen B Wallace Community College,AL,2,0,2,2,1,1,5,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,7266,1581,5759,6654,0.6942,0.3926,0.3735,22.77819199,0.520342612,18213,4.300000191,98.34999847,37073.95,16.40999985,4.5
Marion Military Institute,AL,2,0,2,2,1,1,5,43,0,0,0,0,0,0,0,0,0,0.453539823,1146,0,10719,2732,4202,6652,0.84,0.3566,0.3802,19.67021277,0.233802817,38434,7.5,92.75,56305.23,11.27000046,3.579999924
Miles College,AL,3,0,3,3,2,1,5,21,1,0,0,0,0,0,0,0,0,NULL,NULL,0,14443,4779,4111,4917,0.6964,0.7826,0.2368,21.32274011,0.416458853,17702.5,5.920000076,96.09999847,43157.79,18.19000053,5.25
University of Mobile,AL,3,0,3,4,2,1,5,41,0,0,0,0,0,0,0,0,0,0.640924464,NULL,0,14829,9788,6500,5411,1,0.2869,0.5018,23.91798942,0.324285714,39700,6.710000038,96.81999969,51833.34,12.48999977,3.940000057
University of Montevallo,AL,3,0,3,4,1,1,5,21,0,0,0,0,0,0,0,0,0,0.900865266,1131,0,14625,9324,12702,7518,0.6414,0.395,0.5296,21.02364532,0.325237592,43813,7.920000076,97.08999634,59047.15,9.340000153,2.950000048
Northwest-Shoals Community College,AL,2,0,1,2,1,1,5,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,1128,2624,5764,6636,0.4885,0.3699,0.2523,23.10276297,0.514111788,21195,5.139999866,97.94999695,43283.31,12.18000031,3.339999914
University of North Alabama,AL,3,0,3,4,1,1,5,13,0,0,0,0,0,0,0,0,0,0.899706745,NULL,0,10427,7620,8346,8567,0.659,0.3409,0.5065,21.4253096,0.36326024,39436,5.980000019,97.55000305,48189.09,11.06999969,3.390000105
Northeast Alabama Community College,AL,1,0,1,2,1,1,5,42,0,0,0,0,0,0,0,0,0,NULL,NULL,0,2390,2686,5680,7228,0.3841,0.3913,0.4866,22.9963477,0.58277592,22763,3.619999886,97.59999847,43126.73,11.18000031,3.279999971
Oakwood University,AL,3,0,3,4,2,1,5,12,1,0,0,0,0,0,0,0,0,0.718501703,NULL,0,20759,13645,8317,5011,0.9492,0.472,0.4958,21.73015873,0.17623498,36829,8.68999958,86.44999695,60906.45,10.61999989,4.25
Reid State Technical College,AL,1,0,1,2,1,1,5,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,147,2047,10843,6814,0.6154,0.4552,0.2782,25.61852861,0.590322581,14034,3.789999962,98.88999939,36356.31,18.56999969,4.710000038
Bishop State Community College,AL,1,0,2,2,1,1,5,12,1,0,0,0,0,0,0,0,0,NULL,NULL,0,2980,2326,6114,7178,0.4354,0.4802,0.24,24.32590412,0.485397785,14536.5,5.619999886,97.5,41748.26,19.85000038,5.159999847
Samford University,AL,3,0,3,4,2,1,5,21,0,0,0,0,0,0,0,0,0,0.838747925,1236,0,23132,20237,14292,9220,0.9898,0.1149,0.7811,21.15186916,0.138055222,87745,10.93999958,94.63999939,69602.13,7.099999905,2.680000067
Shelton State Community College,AL,2,0,2,2,1,1,5,13,1,0,0,0,0,0,0,0,0,NULL,NULL,0,7759,2435,5849,6739,0.5,0.381,0.2113,22.36853089,0.476304452,15976.5,7.059999943,97.80000305,43868.43,16.12999916,4.019999981
Snead State Community College,AL,2,0,2,2,1,1,5,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,6950,2970,3443,7150,0.3185,0.3892,0.4808,23.65647365,0.53262519,23735,4.369999886,95.5,42881.33,12.21000004,3.460000038
University of South Alabama,AL,3,0,3,4,1,1,5,12,0,0,0,0,0,0,0,0,0,0.707793856,1132,0,11902,9225,10104,7494,0.5766,0.3672,0.4617,21.94726688,0.334257975,36199,7.28000021,96.5,51919.71,12.5,3.900000095
Spring Hill College,AL,3,0,3,4,2,1,5,12,0,0,0,0,0,0,0,0,0,0.715231788,1019,0,14262,12381,7490,5519,0.7748,0.3648,0.5663,19.90214067,0.251633987,61189,9.760000229,93.87999725,59048.32,10.76000023,3.569999933
Stillman College,AL,3,0,3,3,2,1,5,13,1,0,0,0,0,0,0,0,0,0.757983193,NULL,0,15822,8143,3605,5110,0.5542,0.7433,0.1831,21.02772964,0.410505837,19890,6.579999924,94.80999756,46186.31,16.22999954,4.809999943
Talladega College,AL,3,0,3,4,2,1,5,32,1,0,0,0,0,0,0,0,0,NULL,NULL,0,13087,8669,4273,6315,0.5181,0.7167,0.2761,21.15163934,0.398058252,18810,6.019999981,94.65000153,44867.28,17.40999985,5.199999809
H Councill Trenholm State Community College,AL,1,0,2,2,1,1,5,12,1,0,0,0,0,0,0,0,0,NULL,NULL,0,5188,2799,6302,6674,0.4667,0.595,0.2058,24.24368049,0.430439952,15992,7.659999847,97.51000214,44608.65,17.62999916,4.349999905
Troy University,AL,3,0,3,4,1,1,5,33,0,0,0,0,0,0,0,0,0,0.9527047,1082,0,12479,9483,6742,7194,0.4692,0.4028,0.5105,25.74979691,0.389845712,29641,7.369999886,95.61000061,49132.68,12.98999977,3.849999905
Tuskegee University,AL,3,0,3,4,2,1,5,32,1,0,0,0,0,0,0,0,0,0.34197976,1080,0,33444,14730,14340,7398,0.886,0.1318,0.5435,19.72319392,0.230643847,35336,7.809999943,89.73999786,54155.29,14.46000004,4.849999905
United States Sports Academy,AL,3,0,3,4,2,1,5,13,0,0,0,0,0,0,0,0,0,1,NULL,1,NULL,13404,8365,6266,0.4167,0.2197,NULL,31.90140845,PrivacySuppressed,29000,8.239999771,91.05999756,59896.36,9.010000229,3.549999952
Bevill State Community College,AL,2,0,1,2,1,1,5,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,6580,2287,7659,7015,0.4524,0.3288,0.3392,23.36818632,0.530808366,16911,3.930000067,98.62000275,41185.71,13.32999992,3.829999924
University of Alaska Anchorage,AK,3,0,3,4,1,2,8,11,0,0,0,0,1,0,0,0,0,0.690469251,NULL,0,9885,8106,13122,9370,0.5076,0.1999,0.3029,25.10750308,0.389193875,33525,8.289999962,91.75,72116.59,6.699999809,5.21999979
Alaska Bible College,AK,3,0,3,3,2,2,8,32,0,0,0,0,0,0,0,0,0,NULL,NULL,0,9249,9080,5290,NULL,NULL,0.475,0.4667,24.6,PrivacySuppressed,42490,NULL,NULL,NULL,NULL,NULL
University of Alaska Fairbanks,AK,3,0,3,4,1,2,8,23,0,0,1,0,0,0,0,0,0,0.646932953,1169,0,6938,9274,19104,9570,0.5811,0.2178,0.3858,25.45030882,0.398832685,35967,8.890000343,93.38999939,65084.81,8.449999809,6.559999943
University of Alaska Southeast,AK,3,0,1,4,1,2,8,33,0,0,1,0,0,0,1,0,0,0.5625,NULL,0,5734,8622,15362,8436,0.5114,0.1634,0.2374,26.9668616,0.395143488,34718,9.539999962,92.97000122,73622.06,5.670000076,5.21999979
Alaska Pacific University,AK,3,0,3,4,2,2,8,11,0,0,1,0,0,0,1,0,0,0.96031746,NULL,0,20474,12185,13548,6497,0.4804,0.4103,0.3333,25.58219178,PrivacySuppressed,38810,9.18999958,91.33000183,70542.98,7.050000191,4.71999979
Alaska Vocational Technical Center,AK,1,0,1,1,1,2,8,43,0,0,0,0,0,0,0,0,0,NULL,NULL,0,8590,7862,32724,NULL,NULL,0.0487,0.9329,26.16853933,0.44137931,22043,6.28000021,95.19999695,62883.46,11.48999977,8.420000076
Charter College,WA,1,0,1,3,3,53,8,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,24561,5239,1964,4921,0.3295,0.5448,0.5187,28.03274712,0.554040144,18566,9.06000042,90.08999634,75163.69,6.010000229,4.920000076
Alaska Career College,AK,1,0,1,2,3,2,8,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,16351,7677,3241,4139,0.12,0.6401,0.7684,27.03846154,0.476772616,23113.5,8.229999542,90.5,69860.72,7.320000172,5.53000021
Empire Beauty School-Tucson,AZ,1,0,1,1,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,14556,10287,6981,NULL,NULL,0.5962,0.5929,25.78489245,0.569871795,14099,8.279999733,92.33000183,59293.36,9,3.779999971
Carrington College-Phoenix North,AZ,1,0,1,2,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,28244,9031,4469,5694,0.5098,0.5513,0.6332,26.39643653,0.554835072,16832.5,6.980000019,85.55000305,53686.19,12.65999985,3.980000019
Carrington College-Mesa,AZ,NULL,0,1,2,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,42376,13101,6752,6628,0.3077,0.4731,0.596,26.39643653,0.554835072,16832.5,6.980000019,85.55000305,53686.19,12.65999985,3.980000019
Carrington College-Tucson,AZ,NULL,0,1,2,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,39211,9454,4383,5362,0.3793,0.577,0.6234,26.39643653,0.554835072,16832.5,6.980000019,85.55000305,53686.19,12.65999985,3.980000019
Arizona Academy of Beauty,AZ,1,0,1,1,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,11294,8932,1220,NULL,NULL,0.6988,0.5319,28.58035714,0.505376344,12607.5,7.25,84.83999634,47198.06,12.77000046,3.369999886
Miller-Motte College-Arizona Automotive Institute,AZ,1,0,1,1,3,4,6,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22498,11309,5162,NULL,NULL,0.6214,0.5383,28.2341119,0.586231884,16310,7.170000076,93.23999786,52030.84,10.76000023,3.279999971
Brookline College-Phoenix,AZ,1,0,1,4,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,32422,15547,3524,4348,1,0.545,0.5,29.24475777,0.559032717,15003.5,6.099999905,83.72000122,50758.42,13.47999954,3.980000019
Arizona State University Campus Immersion,AZ,3,0,3,4,1,4,6,12,0,0,0,0,0,1,0,0,0,0.863605879,NULL,0,9506,18530,13199,11668,0.7237,0.3276,0.6601,24.7478311,0.381317921,35851.5,9.539999962,86.95999908,69074.33,7.710000038,3.150000095
Arizona Western College,AZ,1,0,2,2,1,4,6,13,0,0,0,0,0,1,0,0,0,NULL,NULL,0,9733,1211,6883,7480,0.3269,0.4027,0.2364,23.21819527,0.610764687,21462.5,4.010000229,67.68000031,41365.15,21.46999931,7.920000076
University of Arizona,AZ,3,0,3,4,1,4,6,11,0,0,0,0,0,1,0,0,0,0.872693228,1230,0,12262,14180,12902,11400,0.7586,0.2868,0.6462,21.3087377,0.314072957,43043,11.43000031,86.43000031,64708.31,9.289999962,3.269999981
Central Arizona College,AZ,1,0,2,2,1,4,6,41,0,0,0,0,0,1,0,0,0,NULL,NULL,0,5038,1541,7179,6834,1,0.3356,0.1797,25.70838926,0.498192045,23659.5,4.699999809,88.23000336,49319.55,13.71000004,4.300000191
Charles of Italy Beauty College,AZ,1,0,1,1,3,4,6,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,9080,8278,8895,NULL,NULL,0.5402,0.5972,28.34210526,0.492307692,14913,4.179999828,93.12000275,46757.68,8.640000343,3.230000019
Cochise County Community College District,AZ,2,0,2,2,1,4,6,13,0,0,0,0,0,1,0,0,0,NULL,NULL,0,6564,1038,2481,6461,0.3913,0.3814,0.2966,24.1831972,0.486238532,20864,6,81.54000092,44599.32,15.93999958,3.380000114
Empire Beauty School-Chandler,AZ,1,0,1,1,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,16397,9448,9660,NULL,NULL,0.4937,0.5454,25.59180918,0.501391208,15061,6.840000153,92.23999786,53670.83,11.17000008,4.159999847
Avalon Institute-Mesa,AZ,1,0,1,1,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,16842,7080,3443,NULL,NULL,0.5774,0.6569,24.92873741,0.488605287,23353,7.829999924,87.87000275,66538.28,6.880000114,2.940000057
Eastern Arizona College,AZ,1,0,2,2,1,4,6,33,0,0,0,0,0,1,0,0,0,NULL,NULL,0,9163,1282,6603,8011,0.3398,0.2113,0.4362,24.15144766,0.39347079,18854,5.730000019,94.26000214,44403.48,17.45999908,6.050000191
Embry-Riddle Aeronautical University-Prescott,AZ,3,0,3,4,2,4,6,41,0,0,0,0,0,0,0,0,0,0.724281285,1240,0,32977,30059,14446,9290,0.7611,0.1901,0.6491,25.38523146,0.355459272,38662,9.149999619,88.12000275,66671.2,7.300000191,3.200000048
The School of Architecture,AZ,3,0,4,4,2,4,6,21,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,4885,22134,3213,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
Glendale Community College,AZ,1,0,1,2,1,4,6,21,0,0,0,0,0,1,0,0,0,NULL,NULL,0,9030,1570,7273,9548,1,0.2936,0.1435,24.81320098,0.529686243,22267,5.889999866,85.27999878,60869.63,8.989999771,3.49000001
Grand Canyon University,AZ,3,0,3,4,3,4,6,11,0,0,0,0,0,0,0,0,0,0.828355172,NULL,0,18157,11504,2364,6956,0.0868,0.4311,0.4557,31.01565192,0.474408053,29879,7.820000172,88.98000336,62877.37,8.949999809,3.5
GateWay Community College,AZ,1,0,1,2,1,4,6,11,0,0,0,0,0,1,0,0,0,NULL,NULL,0,9556,2070,8002,8577,1,0.2869,0.2389,27.91328671,0.56622807,21260,7.260000229,81.05999756,55530.55,12.97999954,3.910000086
Mesa Community College,AZ,2,0,2,2,1,4,6,11,0,0,0,0,0,1,0,0,0,NULL,NULL,0,9996,1959,6816,9582,1,0.2289,0.1631,25.26604313,0.457851491,22608.5,8.420000076,87.76999664,63155.06,7.989999771,3.150000095
Mohave Community College,AZ,2,0,1,2,1,4,6,41,0,0,0,0,0,1,0,0,0,NULL,NULL,0,5874,2061,5799,6171,0.3361,0.3451,0.2043,27.52591284,0.536089699,19727,3.809999943,93.18000031,44384.44,9.840000153,3.700000048
Universal Technical Institute of Arizona Inc-Motorcycle Mechanics Institute Division,AZ,1,0,1,1,3,4,6,22,0,0,0,0,0,0,0,0,0,NULL,NULL,0,19258,12836,4136,5170,NULL,0.4315,0.7025,25.00465503,0.51090218,26362,7.550000191,89.12000275,62022.22,7.980000019,3.339999914
Dine College,AZ,2,0,2,3,1,4,6,43,0,0,0,1,0,0,0,0,0,NULL,NULL,0,10829,293,8780,6347,0.75,0.4755,0.1517,24.19835841,0.431893688,14495,3.789999962,99.25,32363.14,38.33000183,10.85000038
Northern Arizona University,AZ,3,0,3,4,1,4,6,13,0,0,0,0,0,1,0,0,0,0.783541706,NULL,0,11154,7464,6139,8903,0.6536,0.3174,0.5797,24.12509743,0.386862576,41212,9.43999958,88.98999786,59985.62,10.52999973,3.930000067
Northland Pioneer College,AZ,1,0,1,2,1,4,6,41,0,0,0,0,0,0,0,0,0,NULL,NULL,0,6123,823,7781,6888,0.436,0.153,0.1274,26.97667639,0.466437177,14950,4.570000172,97.52999878,39948.81,23.52000046,7.130000114
Ottawa University-Phoenix,AZ,3,0,3,4,2,4,6,11,0,0,0,0,0,1,0,0,0,0.531683766,976,0,NULL,9998,1962,6026,NULL,0.4318,NULL,29.53267974,0.400868307,37231.5,7.900000095,91.41999817,65346.8,7.179999828,3.039999962
Phoenix College,AZ,2,0,1,2,1,4,6,11,0,0,0,0,0,1,0,0,0,NULL,NULL,0,9709,1405,7423,9206,1,0.3419,0.142,25.67357708,0.61575524,20661,6.309999943,77.93000031,50868.19,14.96000004,4.170000076
Pima Community College,AZ,1,0,1,2,1,4,6,11,0,0,0,0,0,1,0,0,0,NULL,NULL,0,2433,2018,5302,7256,0.278,0.3136,0.176,24.66969086,0.477607973,20576,8.909999847,85.83999634,50427.11,12.56999969,3.519999981
Pima Medical Institute-Tucson,AZ,1,0,1,3,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,8217,3037,5216,0.2845,0.5309,0.6613,26.64197627,0.505392912,21596,7.699999809,84.40000153,59572.48,9.489999771,3.650000095
Pima Medical Institute-Albuquerque,NM,1,0,1,2,3,35,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,21138,8924,5853,5252,0.4891,0.5674,0.6586,28.78151261,0.483146067,19904.5,9.909999847,90.58999634,55047.79,10.46000004,3.809999943
Prescott College,AZ,3,0,3,4,2,4,6,13,0,0,0,0,0,0,0,0,0,0.993197279,NULL,0,7027,13202,6227,5070,0.359,0.4455,0.4474,27.98067633,0.231958763,26676,12.19999981,89.04000092,62739.99,8.479999542,3.230000019
Refrigeration School Inc,AZ,1,0,1,2,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,20291,15318,1964,4379,0.9,0.604,0.6874,30.48436019,0.522565321,21165,6.550000191,85.04000092,57880.38,11.60999966,3.799999952
Rio Salado College,AZ,1,0,1,2,1,4,6,12,0,0,0,0,0,1,0,0,0,NULL,NULL,0,8564,2634,1775,6744,1,0.0936,0.0643,30.17698328,0.473234743,21808.5,7.880000114,86.76000214,62743.54,8.479999542,3.200000048
Roberto-Venn School of Luthiery,AZ,1,0,1,1,3,4,6,11,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23078,16987,12881,NULL,NULL,0.4,0.9351,27.5,PrivacySuppressed,26717.5,10.07999992,88.81999969,63275.06,7.980000019,3.359999895
Scottsdale Community College,AZ,2,0,2,2,1,4,6,41,0,0,0,0,0,1,0,0,0,NULL,NULL,0,10381,2079,8935,9887,1,0.1468,0.1723,25.55099648,0.40233498,22000,10.52999973,87.34999847,67477.78,7.78000021,3.089999914
South Mountain Community College,AZ,2,0,1,2,1,4,6,11,0,0,0,0,0,1,0,0,0,NULL,NULL,0,9605,1223,7416,9586,1,0.3346,0.1783,25.0490968,0.589511754,21078,6.5,79.22000122,55144.14,15.93000031,4.179999828
Arizona Christian University,AZ,3,0,3,3,2,4,6,21,0,0,0,0,0,1,0,0,0,0.759410802,1043,0,27256,13178,4486,5291,0.3222,0.3924,0.4029,22.75910931,0.382550336,36206.5,8.220000267,87.58999634,65520.64,7.190000057,3.049999952
Universal Technical Institute of Arizona Inc,AZ,1,0,2,2,3,4,6,22,0,0,0,0,0,0,0,0,0,NULL,NULL,0,23066,16447,3683,5472,NULL,0.4199,0.6213,22.80322043,0.548605358,28618,7.449999809,84.62999725,64889.67,8.840000153,3.779999971
Yavapai College,AZ,1,0,1,2,1,4,6,13,0,0,0,0,0,0,0,0,0,NULL,NULL,0,6409,2391,7055,7748,0.2906,0.2729,0.3227,27.90088198,0.5,17699,7.239999771,93.26999664,48093.18,9.420000076,3.200000048
University of Arkansas at Little Rock,AR,3,0,3,4,1,5,5,12,0,0,0,0,0,0,0,0,0,0.576862124,1119,0,14459,5489,8464,7772,1,0.4255,0.4071,25.51552309,0.391040462,27239,7.630000114,96.62999725,51732.17,10.96000004,3.630000114
University of Arkansas for Medical Sciences,AR,3,0,3,4,1,5,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,NULL,18169,47772,9475,0.8949,0.326,NULL,28.42,0.395027624,29171.5,6.829999924,96.69999695,49718.16,10.78999996,3.480000019
Arkansas Baptist College,AR,2,0,3,3,2,5,5,12,1,0,0,0,0,0,0,0,0,NULL,NULL,0,13215,2956,4418,4397,0.5143,0.6659,0.1066,21.672,0.449528937,14641,6.159999847,96.45999908,43283.78,16.13999939,4.789999962
Arkansas Beauty School-Little Rock,AR,1,0,1,1,3,5,5,12,0,0,0,0,0,0,0,0,0,NULL,NULL,0,22946,3368,1051,NULL,NULL,0.6083,0.7333,28.24309392,0.554054054,11328,6.190000057,96.16999817,46467.08,13.73999977,4.360000134
